locality,zone,bhk,total_sqft,bathrooms,balconies,age_years,floor_no,total_floors,property_type,amenities_score,parking,distance_to_it_park_km,price_lakhs
Narhe,Outskirts,2,1141.9,2,2.0,3,24,29,Builder Floor,4,1,9.3,65.25
Hinjewadi,Mid-tier,3,1659.7,4,2.0,8,18,22,Apartment,1,1,5.8,135.06
Camp,Central,3,1251.2,4,1.0,12,18,19,Apartment,2,0,5.5,82.21
Baner,Premium West,3,1585.7,3,3.0,8,2,18,Builder Floor,5,1,6.4,200.07
Hadapsar,Outskirts,3,1436.1,4,1.0,3,6,7,Apartment,3,0,4.7,115.51
Sinhgad Road,Outskirts,1,472.9,1,2.0,8,10,16,Apartment,1,0,2.2,23.29
Moshi,Outskirts,2,842.9,2,1.0,25,2,17,Villa,0,1,9.7,48.05
Boat Club Road,Premium West,3,1205.5,4,2.0,5,9,17,Apartment,4,1,9.6,229.52
Balewadi,IT Corridor,2,1165.4,2,2.0,1,5,24,Apartment,1,1,7.0,192.08
Bavdhan,Mid-tier,1,598.5,2,1.0,8,3,9,Apartment,5,1,12.6,51.42
Wakad,Mid-tier,2,1130.4,2,0.0,25,6,10,Builder Floor,5,1,4.8,85.37
Viman Nagar,IT Corridor,2,935.4,2,1.0,2,4,6,Apartment,1,1,0.7,114.41
Baner,Premium West,3,1794.1,3,1.0,25,14,27,Apartment,3,1,2.7,245.5
Hinjewadi,Mid-tier,3,1440.1,3,1.0,25,9,18,Apartment,3,1,1.3,131.19
Kalyani Nagar,Premium West,2,1016.7,2,2.0,1,3,8,Apartment,0,1,5.3,255.21
Bavdhan,Mid-tier,2,1127.3,2,1.0,1,13,26,Apartment,0,1,3.6,84.34
Kiwale,Outskirts,3,1199.1,3,1.0,1,27,27,Apartment,2,1,1.9,103.94
Aundh,Premium West,4,2524.4,4,1.0,0,0,12,Apartment,4,1,1.1,568.54
Undri,Outskirts,4,2559.3,4,0.0,5,3,5,Apartment,0,1,8.6,150.36
Somwar Peth,Central,2,1070.9,2,2.0,8,2,4,Apartment,0,1,7.3,57.85
Chinchwad,Outskirts,3,1955.0,4,2.0,12,8,22,Apartment,4,1,3.4,142.47
Narayan Peth,Central,2,1260.5,3,3.0,2,9,16,Apartment,4,1,4.9,111.74
Shivaji Nagar,Central,5,2821.7,6,2.0,3,12,18,Apartment,1,1,5.1,288.21
Koregaon Park,Premium West,4,2226.8,4,0.0,5,17,22,Apartment,2,1,0.9,435.57
Kothrud,IT Corridor,2,745.6,2,0.0,2,8,10,Apartment,0,1,3.5,124.79
Kothrud,IT Corridor,4,2184.3,5,2.0,5,10,20,Apartment,4,1,1.8,315.41
Magarpatta,Mid-tier,2,1023.9,3,3.0,1,24,25,Apartment,2,0,8.1,125.06
Kondhwa,Outskirts,3,1437.4,4,1.0,2,1,7,Apartment,0,1,9.1,114.35
Aundh,Premium West,3,1656.7,4,2.0,1,7,7,Apartment,3,1,7.1,334.06
Kalyani Nagar,Premium West,3,1415.7,3,2.0,0,6,10,Apartment,4,1,0.3,322.64
Shivaji Nagar,Central,3,1417.5,3,1.0,3,14,19,Apartment,4,1,5.3,143.58
Hadapsar,Outskirts,3,1467.4,4,2.0,2,1,20,Apartment,1,1,8.4,126.35
Ravet,Mid-tier,3,1708.7,4,0.0,5,16,19,Apartment,0,1,2.3,125.19
Kothrud,IT Corridor,3,1584.4,3,1.0,1,15,18,Builder Floor,0,1,6.2,199.36
Boat Club Road,Premium West,3,1415.7,4,1.0,25,0,3,Builder Floor,0,1,9.4,164.13
Camp,Central,2,1097.4,3,2.0,3,0,6,Apartment,2,0,7.1,81.68
Undri,Outskirts,2,983.2,3,2.0,5,15,22,Apartment,4,1,10.9,67.63
Narayan Peth,Central,2,1184.5,2,1.0,2,12,13,Apartment,5,1,2.9,115.66
Viman Nagar,IT Corridor,2,999.8,2,2.0,5,12,17,Apartment,0,1,3.3,141.02
Bavdhan,Mid-tier,1,675.0,1,2.0,1,3,16,Apartment,5,0,6.0,53.51
Koregaon Park,Premium West,4,1727.1,4,2.0,25,1,14,Apartment,5,1,8.3,334.3
Koregaon Park,Premium West,2,848.6,2,1.0,3,1,21,Builder Floor,0,0,4.0,138.3
Somwar Peth,Central,1,625.2,1,2.0,1,3,5,Apartment,2,0,3.4,41.45
Ravet,Mid-tier,5,3552.2,6,1.0,1,7,8,Apartment,1,0,0.5,426.28
Moshi,Outskirts,3,1163.3,4,1.0,5,7,12,Apartment,1,0,4.7,61.85
Kothrud,IT Corridor,4,2000.4,4,2.0,2,8,10,Apartment,2,1,0.3,244.6
Bavdhan,Mid-tier,3,1747.3,3,2.0,5,7,11,Apartment,5,1,6.5,194.25
Kondhwa,Outskirts,2,1244.8,2,2.0,3,3,6,Apartment,4,1,15.5,81.07
Shivaji Nagar,Central,2,734.6,3,2.0,5,4,9,Villa,2,1,8.1,69.8
Koregaon Park,Premium West,4,1771.0,4,2.0,1,1,13,Apartment,4,1,3.3,469.74
Narhe,Outskirts,2,1172.1,2,1.0,5,6,13,Apartment,3,1,1.5,87.36
Kothrud,IT Corridor,3,1267.3,3,2.0,0,15,22,Apartment,1,1,3.4,147.76
Boat Club Road,Premium West,3,2003.7,3,3.0,2,5,8,Apartment,3,1,7.4,418.44
NIBM Road,Outskirts,4,2064.4,4,2.0,8,14,22,Apartment,3,1,0.6,172.46
NIBM Road,Outskirts,4,2299.9,5,1.0,25,7,11,Apartment,0,1,3.1,161.58
Shivaji Nagar,Central,2,1022.6,2,0.0,5,1,22,Apartment,5,1,5.3,91.46
Narhe,Outskirts,2,1034.4,2,2.0,3,0,3,Apartment,2,1,9.5,62.48
Moshi,Outskirts,4,2435.0,4,1.0,5,12,18,Villa,1,1,5.6,145.34
Moshi,Outskirts,2,1273.0,3,2.0,25,1,3,Apartment,1,1,10.4,61.37
NIBM Road,Outskirts,3,1495.6,3,1.0,18,20,20,Apartment,4,0,2.9,117.38
Viman Nagar,IT Corridor,3,1684.0,3,2.0,1,0,5,Apartment,5,0,4.6,255.82
Hadapsar,Outskirts,3,1506.7,3,0.0,3,4,5,Apartment,1,1,10.5,132.27
Narayan Peth,Central,3,1664.8,4,2.0,2,5,18,Apartment,0,0,5.1,112.53
Moshi,Outskirts,3,1484.0,4,0.0,8,7,19,Apartment,4,0,5.4,102.82
Swargate,Central,3,1085.8,3,2.0,2,9,20,Apartment,5,0,7.5,100.15
Kothrud,IT Corridor,2,1260.8,2,0.0,5,4,7,Apartment,5,1,5.1,140.46
Camp,Central,2,1129.3,3,2.0,8,13,25,Apartment,5,1,1.7,90.93
Chinchwad,Outskirts,3,1323.2,4,0.0,3,0,4,Apartment,3,1,7.6,84.84
Sinhgad Road,Outskirts,3,1684.9,3,0.0,5,4,8,Apartment,4,1,2.2,146.4
Kothrud,IT Corridor,3,1977.0,3,0.0,1,8,21,Apartment,3,1,6.1,272.43
Chinchwad,Outskirts,3,1511.5,3,3.0,8,0,24,Apartment,5,1,8.2,113.58
Wagholi,Outskirts,3,1589.4,4,2.0,18,4,4,Builder Floor,0,0,11.6,75.17
Wagholi,Outskirts,1,612.7,2,1.0,1,3,4,Apartment,3,1,3.0,37.5
Ravet,Mid-tier,3,1358.9,3,2.0,0,13,26,Apartment,5,1,9.9,108.56
Swargate,Central,3,1565.7,4,2.0,1,9,23,Apartment,2,0,2.8,126.44
Chinchwad,Outskirts,2,879.5,2,2.0,2,5,6,Apartment,5,1,4.5,69.08
Kharadi,IT Corridor,4,1953.9,4,2.0,5,8,15,Apartment,1,1,4.2,285.93
Narayan Peth,Central,3,1601.5,4,2.0,8,7,14,Apartment,0,1,3.1,98.75
Magarpatta,Mid-tier,2,1379.4,2,2.0,1,8,13,Apartment,1,1,7.0,170.56
Wagholi,Outskirts,2,900.7,2,2.0,3,9,16,Apartment,1,0,4.2,55.8
Kondhwa,Outskirts,2,1339.3,2,2.0,2,8,27,Apartment,1,0,4.1,112.81
Wagholi,Outskirts,2,1037.2,2,2.0,0,3,27,Builder Floor,5,1,8.1,56.02
Viman Nagar,IT Corridor,3,1268.9,4,1.0,3,4,12,Builder Floor,1,0,7.4,111.13
Hinjewadi,Mid-tier,2,1120.6,2,2.0,0,19,20,Apartment,2,1,13.1,136.17
Bavdhan,Mid-tier,3,1393.7,3,2.0,2,9,29,Apartment,4,1,4.5,138.49
Chinchwad,Outskirts,1,637.0,1,1.0,5,5,25,Apartment,5,0,4.1,48.99
Narhe,Outskirts,2,942.0,2,2.0,3,12,15,Apartment,3,1,0.8,64.14
Kharadi,IT Corridor,2,1024.0,2,0.0,3,11,11,Villa,4,1,9.1,157.86
Sinhgad Road,Outskirts,3,1538.4,3,2.0,5,11,21,Apartment,3,1,7.5,106.97
Kiwale,Outskirts,5,2213.0,5,1.0,25,1,4,Apartment,1,1,1.7,104.39
Viman Nagar,IT Corridor,2,928.9,3,2.0,0,1,3,Builder Floor,4,0,4.9,113.76
Kalyani Nagar,Premium West,3,1744.4,3,2.0,3,0,7,Apartment,5,1,2.7,370.52
Balewadi,IT Corridor,2,943.2,2,2.0,12,19,25,Apartment,5,1,5.8,89.64
Kalyani Nagar,Premium West,2,1316.8,3,1.0,2,2,20,Apartment,5,0,2.1,338.34
Ravet,Mid-tier,5,2901.0,5,1.0,12,17,19,Apartment,1,1,12.4,263.78
Kalyani Nagar,Premium West,2,1008.7,2,2.0,3,14,21,Apartment,3,1,5.4,194.94
Camp,Central,3,1262.3,3,1.0,2,0,5,Apartment,2,1,6.8,102.43
Hadapsar,Outskirts,2,1332.6,2,0.0,5,5,12,Apartment,0,1,8.8,111.1
Undri,Outskirts,3,1627.1,3,1.0,3,9,11,Builder Floor,5,0,10.0,96.02
Kothrud,IT Corridor,2,1305.7,2,1.0,12,20,21,Villa,2,1,8.6,192.11
Sinhgad Road,Outskirts,3,1526.6,3,1.0,0,3,3,Builder Floor,5,0,5.6,111.55
Narhe,Outskirts,2,1118.9,3,2.0,5,21,29,Apartment,1,1,4.6,76.09
Bavdhan,Mid-tier,2,1123.6,3,1.0,3,12,13,Apartment,2,1,12.2,101.73
Ravet,Mid-tier,3,1670.4,3,3.0,5,0,7,Apartment,1,1,6.2,121.78
Bavdhan,Mid-tier,2,883.4,2,1.0,12,4,15,Apartment,1,1,3.3,65.07
Koregaon Park,Premium West,4,2960.4,4,0.0,1,3,12,Apartment,3,0,7.6,538.07
Narayan Peth,Central,2,772.8,3,1.0,2,1,4,Apartment,3,1,1.8,53.65
Magarpatta,Mid-tier,1,701.9,1,2.0,18,12,14,Apartment,3,1,5.1,65.91
Undri,Outskirts,3,1532.7,3,1.0,0,7,8,Apartment,0,0,4.6,127.83
Narayan Peth,Central,4,2510.9,5,,3,8,11,Apartment,4,1,8.2,271.87
Undri,Outskirts,2,1175.8,2,1.0,12,6,10,Apartment,4,0,3.4,74.88
Magarpatta,Mid-tier,2,956.6,2,2.0,5,5,24,Apartment,4,1,8.9,101.98
Kharadi,IT Corridor,3,1389.8,4,1.0,8,3,9,Apartment,4,1,2.8,198.35
Hadapsar,Outskirts,3,1301.4,3,2.0,3,16,24,Apartment,4,0,5.0,114.36
Baner,Premium West,2,1227.9,2,1.0,1,3,26,Apartment,3,1,15.0,159.3
Kalyani Nagar,Premium West,1,703.7,1,2.0,0,13,24,Apartment,1,1,5.2,117.36
Hadapsar,Outskirts,2,774.6,2,2.0,3,11,20,Apartment,1,1,6.7,53.26
Narhe,Outskirts,2,1500.1,2,2.0,5,3,8,Villa,2,1,0.0,153.38
Hadapsar,Outskirts,2,996.4,2,1.0,8,2,13,Apartment,2,1,6.1,79.99
Moshi,Outskirts,2,1060.7,3,2.0,12,8,16,Apartment,0,0,6.4,52.99
Aundh,Premium West,2,1105.2,3,2.0,18,1,13,Apartment,2,0,8.2,167.88
Shivaji Nagar,Central,2,1361.4,3,1.0,8,13,15,Apartment,3,1,5.8,112.42
Narhe,Outskirts,3,1630.6,4,0.0,5,8,12,Apartment,5,1,3.4,128.08
Kondhwa,Outskirts,2,842.8,2,3.0,2,19,20,Villa,1,0,1.9,98.48
Kharadi,IT Corridor,2,808.1,2,0.0,3,0,7,Apartment,1,1,6.1,83.28
Pashan,Premium West,3,1447.2,3,,12,3,11,Builder Floor,5,0,8.4,218.8
Viman Nagar,IT Corridor,3,1297.6,4,1.0,0,4,11,Apartment,5,1,1.2,159.3
Kiwale,Outskirts,2,1132.4,2,2.0,8,5,7,Apartment,0,1,4.6,68.49
Hadapsar,Outskirts,2,1138.1,2,2.0,2,1,21,Apartment,1,1,11.0,88.5
Somwar Peth,Central,4,2108.1,4,2.0,3,12,27,Apartment,1,0,5.6,182.12
Kalyani Nagar,Premium West,3,1769.3,4,1.0,12,4,4,Apartment,4,0,9.3,311.29
Bavdhan,Mid-tier,2,1238.4,2,3.0,2,8,9,Apartment,2,0,8.1,138.26
Aundh,Premium West,3,1657.4,3,1.0,3,7,17,Builder Floor,0,1,13.6,251.91
Wakad,Mid-tier,2,1228.0,2,2.0,25,6,10,Apartment,1,0,2.5,90.21
Hadapsar,Outskirts,2,1090.1,3,1.0,8,7,7,Builder Floor,2,1,7.4,72.95
Hadapsar,Outskirts,5,2612.5,5,2.0,12,12,12,Apartment,5,1,6.8,166.58
Undri,Outskirts,2,1111.4,2,2.0,1,10,25,Apartment,3,1,3.3,82.41
Pashan,Premium West,1,624.6,1,1.0,3,5,19,Apartment,3,0,0.4,93.73
Narhe,Outskirts,2,1173.0,2,1.0,12,27,27,Apartment,3,0,2.3,79.73
Moshi,Outskirts,2,1222.2,2,2.0,12,15,19,Builder Floor,2,1,9.3,52.44
Sinhgad Road,Outskirts,1,615.1,1,2.0,5,1,15,Builder Floor,1,1,6.0,28.58
Swargate,Central,2,1266.2,2,1.0,8,17,20,Villa,3,0,6.6,142.8
Viman Nagar,IT Corridor,2,1007.0,2,1.0,0,2,8,Apartment,4,1,5.1,104.13
Ravet,Mid-tier,3,1347.7,3,2.0,12,3,27,Apartment,5,1,6.2,105.68
Sinhgad Road,Outskirts,2,895.0,2,0.0,0,3,9,Apartment,5,0,3.1,50.83
Boat Club Road,Premium West,2,838.9,2,0.0,2,2,28,Apartment,0,1,1.9,187.53
Bavdhan,Mid-tier,2,1055.8,2,1.0,12,0,15,Apartment,5,1,5.1,77.36
Moshi,Outskirts,2,1176.5,2,1.0,3,7,7,Apartment,1,1,5.7,63.64
Narayan Peth,Central,2,1091.5,2,2.0,8,3,5,Apartment,5,1,4.7,97.65
Sinhgad Road,Outskirts,2,1021.3,2,0.0,3,18,20,Builder Floor,5,1,3.0,69.19
Somwar Peth,Central,2,1057.3,2,2.0,1,14,25,Builder Floor,4,1,2.5,96.96
NIBM Road,Outskirts,3,1296.3,3,2.0,3,5,8,Villa,2,1,5.6,119.97
Kothrud,IT Corridor,2,1383.2,2,2.0,8,15,29,Apartment,2,1,18.0,116.07
NIBM Road,Outskirts,2,1168.6,2,1.0,3,5,10,Builder Floor,0,1,11.7,83.53
Narhe,Outskirts,1,599.6,1,2.0,18,16,20,Apartment,2,1,0.1,37.16
Ravet,Mid-tier,3,1666.6,3,2.0,2,6,7,Apartment,2,1,9.5,155.0
Wakad,Mid-tier,3,1588.2,3,3.0,8,2,4,Apartment,3,1,9.5,128.29
Balewadi,IT Corridor,3,1446.3,3,,18,7,14,Builder Floor,5,1,9.2,140.93
Baner,Premium West,5,2703.2,5,2.0,8,3,11,Apartment,1,0,11.9,368.08
Kondhwa,Outskirts,2,815.7,3,0.0,2,8,21,Builder Floor,2,1,5.6,54.76
Baner,Premium West,2,1187.4,2,2.0,0,8,15,Apartment,4,1,4.1,197.59
Wakad,Mid-tier,2,893.3,3,1.0,8,15,22,Apartment,1,1,13.1,74.81
Koregaon Park,Premium West,2,1066.1,2,2.0,0,26,28,Apartment,5,1,2.8,221.43
Boat Club Road,Premium West,2,1071.2,2,2.0,1,10,19,Apartment,4,1,5.3,211.28
Wakad,Mid-tier,3,1065.4,3,2.0,3,18,24,Apartment,3,0,12.5,127.24
Chinchwad,Outskirts,2,1111.1,2,1.0,0,5,7,Apartment,4,0,9.6,104.76
Balewadi,IT Corridor,2,1069.1,2,2.0,0,15,24,Apartment,5,1,5.9,164.82
Kalyani Nagar,Premium West,5,2716.2,5,1.0,3,0,15,Builder Floor,5,1,4.0,523.52
Swargate,Central,3,1948.8,3,2.0,2,21,23,Apartment,5,0,5.7,161.55
Shivaji Nagar,Central,3,1428.8,3,2.0,5,7,16,Apartment,0,1,12.1,113.98
Kharadi,IT Corridor,2,1007.9,2,1.0,2,6,29,Apartment,2,1,8.5,128.79
Boat Club Road,Premium West,3,1103.3,4,2.0,3,3,8,Apartment,5,1,10.6,227.06
Undri,Outskirts,3,1674.9,3,2.0,2,0,3,Apartment,5,1,9.8,135.92
Sinhgad Road,Outskirts,2,1021.9,3,1.0,3,1,4,Apartment,4,1,15.1,53.47
Kothrud,IT Corridor,2,902.2,2,1.0,12,0,7,Apartment,0,1,0.7,109.6
Baner,Premium West,3,1139.5,4,2.0,3,4,6,Apartment,1,1,1.9,218.97
Kalyani Nagar,Premium West,3,1640.4,4,2.0,0,10,10,Apartment,3,1,7.9,384.81
Camp,Central,1,592.4,2,2.0,5,1,15,Apartment,0,1,8.5,46.6
Ravet,Mid-tier,3,1503.7,3,1.0,12,22,22,Apartment,3,1,3.1,105.85
Boat Club Road,Premium West,3,1676.3,4,0.0,3,4,19,Apartment,2,1,2.9,236.0
Bavdhan,Mid-tier,3,1384.5,3,1.0,8,13,21,Apartment,4,1,11.2,98.98
Kondhwa,Outskirts,2,1061.8,2,2.0,3,2,5,Apartment,1,1,9.4,69.47
Narhe,Outskirts,1,598.8,1,1.0,8,22,23,Builder Floor,1,1,1.4,30.37
Somwar Peth,Central,3,1529.8,4,1.0,5,7,26,Apartment,4,1,9.9,120.1
Undri,Outskirts,1,672.1,1,2.0,12,4,18,Apartment,3,1,0.6,41.67
Pashan,Premium West,3,1326.0,4,,0,6,6,Apartment,4,1,4.6,257.13
Narhe,Outskirts,3,1591.2,4,2.0,1,2,4,Villa,1,1,1.8,146.9
Undri,Outskirts,1,602.6,2,2.0,8,23,23,Builder Floor,1,1,7.3,26.68
Boat Club Road,Premium West,2,1316.1,2,2.0,18,3,21,Apartment,2,1,6.4,252.2
Hinjewadi,Mid-tier,2,942.4,3,3.0,0,16,21,Apartment,2,1,7.9,96.09
Kharadi,IT Corridor,2,973.6,2,3.0,8,2,6,Apartment,5,1,13.7,102.44
Shivaji Nagar,Central,3,1498.1,3,2.0,2,4,12,Apartment,0,1,1.4,163.54
Wakad,Mid-tier,2,811.4,2,2.0,12,29,29,Apartment,4,1,8.4,73.5
Hinjewadi,Mid-tier,3,1501.7,3,3.0,8,3,6,Apartment,2,1,5.6,113.51
Swargate,Central,3,1375.1,3,2.0,5,13,16,Apartment,0,1,7.5,124.32
Viman Nagar,IT Corridor,2,990.2,2,2.0,8,1,11,Apartment,1,0,2.4,108.98
Hinjewadi,Mid-tier,3,1648.3,3,2.0,5,4,17,Villa,0,1,10.6,205.11
Kothrud,IT Corridor,2,1209.5,2,2.0,18,12,13,Apartment,1,1,16.3,97.89
Koregaon Park,Premium West,1,716.4,1,2.0,5,3,3,Apartment,1,0,6.8,101.11
Sinhgad Road,Outskirts,3,1014.5,3,1.0,5,12,21,Apartment,1,0,8.6,51.8
Narayan Peth,Central,3,1631.3,3,1.0,8,14,19,Apartment,5,0,5.5,118.52
Undri,Outskirts,4,1825.2,4,2.0,0,18,25,Apartment,4,1,8.3,117.12
Kharadi,IT Corridor,2,973.3,2,2.0,5,3,25,Apartment,3,0,10.4,120.11
Narayan Peth,Central,2,1256.4,3,2.0,12,4,17,Apartment,1,0,13.1,73.52
Balewadi,IT Corridor,3,1753.5,4,0.0,25,12,18,Apartment,1,0,5.0,149.49
Baner,Premium West,3,1186.3,3,2.0,1,3,9,Apartment,4,1,3.8,190.88
Camp,Central,2,1189.1,2,0.0,3,2,12,Apartment,3,0,4.5,88.55
Hadapsar,Outskirts,2,1130.0,2,1.0,8,0,3,Apartment,1,1,6.8,60.5
Undri,Outskirts,4,1857.2,5,1.0,1,0,17,Apartment,3,1,11.8,164.27
Swargate,Central,1,616.6,2,1.0,1,10,21,Builder Floor,4,1,9.1,43.67
Undri,Outskirts,4,2479.7,4,1.0,5,10,18,Apartment,0,1,4.9,210.66
Wakad,Mid-tier,3,2050.8,3,2.0,1,17,24,Apartment,0,1,11.1,249.19
Ravet,Mid-tier,2,1040.6,3,2.0,1,21,29,Builder Floor,0,0,9.3,103.21
Viman Nagar,IT Corridor,5,2810.8,6,1.0,2,5,6,Apartment,2,0,4.7,327.01
Kondhwa,Outskirts,2,1058.3,2,2.0,12,10,13,Apartment,1,0,5.4,57.46
Viman Nagar,IT Corridor,3,1601.7,3,1.0,3,23,24,Apartment,5,0,2.2,252.16
Hinjewadi,Mid-tier,1,669.2,2,2.0,5,18,27,Apartment,2,1,9.1,50.84
Koregaon Park,Premium West,1,681.7,1,1.0,3,0,18,Apartment,4,0,18.8,72.24
Pashan,Premium West,1,659.7,1,1.0,5,22,29,Villa,1,1,4.4,110.29
Viman Nagar,IT Corridor,2,1242.4,2,1.0,2,6,29,Apartment,5,1,5.2,142.01
Camp,Central,1,567.5,1,1.0,0,6,26,Apartment,1,0,8.8,28.52
Koregaon Park,Premium West,3,1540.7,3,1.0,18,7,10,Apartment,1,1,0.1,295.43
Narhe,Outskirts,3,1550.7,4,1.0,18,4,5,Apartment,4,1,0.3,103.54
Hadapsar,Outskirts,2,1170.2,2,3.0,8,0,14,Apartment,3,1,5.3,67.51
Shivaji Nagar,Central,2,1146.6,3,1.0,3,15,19,Apartment,2,1,7.4,114.62
Sinhgad Road,Outskirts,1,560.9,2,2.0,2,1,13,Apartment,4,1,0.6,35.6
Aundh,Premium West,2,966.0,2,1.0,8,15,25,Apartment,0,1,5.6,123.19
Kothrud,IT Corridor,2,1223.4,2,2.0,0,3,6,Apartment,4,1,12.6,174.44
Shivaji Nagar,Central,2,898.3,2,1.0,5,0,17,Apartment,0,0,14.2,64.55
Kharadi,IT Corridor,4,1406.1,5,1.0,3,1,15,Apartment,0,1,13.2,173.36
NIBM Road,Outskirts,1,571.7,1,0.0,18,13,20,Apartment,5,1,4.7,35.76
Ravet,Mid-tier,4,2155.0,4,1.0,5,10,14,Builder Floor,1,0,6.6,152.67
Moshi,Outskirts,1,515.1,1,0.0,5,1,15,Apartment,1,0,4.9,29.92
Shivaji Nagar,Central,3,1592.2,4,1.0,3,4,8,Villa,0,1,5.9,164.31
Kothrud,IT Corridor,3,1876.8,4,3.0,1,1,12,Apartment,4,1,3.3,257.82
Kondhwa,Outskirts,2,948.9,3,0.0,8,4,8,Apartment,5,1,4.6,60.13
Aundh,Premium West,3,1516.3,3,2.0,5,18,28,Apartment,3,1,14.3,235.15
Swargate,Central,3,1885.0,3,1.0,3,1,19,Apartment,5,1,1.7,142.64
Viman Nagar,IT Corridor,2,1209.0,3,3.0,12,5,14,Apartment,2,1,9.4,100.74
Camp,Central,3,1397.5,4,1.0,2,15,16,Apartment,2,1,6.5,154.29
Narayan Peth,Central,2,1040.1,3,1.0,3,3,12,Apartment,1,1,5.5,80.67
Balewadi,IT Corridor,2,1169.9,2,2.0,2,24,29,Apartment,2,1,4.7,176.14
Swargate,Central,2,1045.3,3,1.0,1,4,7,Apartment,3,0,13.2,96.02
Ravet,Mid-tier,3,1266.7,3,1.0,0,2,24,Apartment,3,1,11.0,93.38
Ravet,Mid-tier,1,595.1,1,3.0,5,19,20,Apartment,0,0,6.0,38.53
Koregaon Park,Premium West,3,1427.5,3,0.0,1,3,12,Apartment,2,0,5.2,308.4
Balewadi,IT Corridor,3,1472.4,3,1.0,12,1,5,Apartment,3,1,16.3,183.01
Hadapsar,Outskirts,3,1777.4,3,2.0,2,0,9,Apartment,1,1,3.8,113.06
Undri,Outskirts,2,1204.4,2,2.0,8,11,15,Apartment,1,1,14.4,67.17
Narhe,Outskirts,5,3038.0,5,0.0,8,3,13,Apartment,2,1,5.8,203.01
Sinhgad Road,Outskirts,5,2693.9,5,2.0,0,7,26,Apartment,5,1,10.1,238.22
Balewadi,IT Corridor,2,769.1,2,2.0,18,1,25,Apartment,1,1,5.0,57.43
Chinchwad,Outskirts,3,1767.4,4,1.0,1,5,28,Apartment,4,1,14.3,107.94
Undri,Outskirts,4,2331.3,4,1.0,3,1,8,Apartment,5,0,6.1,146.85
Kothrud,IT Corridor,3,1288.0,3,1.0,1,10,10,Apartment,3,1,6.6,191.34
Boat Club Road,Premium West,2,988.5,2,2.0,8,26,27,Villa,1,0,0.0,219.53
Kondhwa,Outskirts,3,1586.7,4,1.0,5,3,7,Apartment,2,1,8.9,117.38
Moshi,Outskirts,3,1459.2,3,2.0,5,5,18,Apartment,3,1,9.6,93.9
Bavdhan,Mid-tier,3,1271.8,4,1.0,5,22,29,Apartment,1,1,4.7,143.13
Wagholi,Outskirts,2,871.4,3,1.0,2,8,9,Apartment,1,1,5.2,73.72
Sinhgad Road,Outskirts,3,1745.9,4,1.0,1,3,10,Apartment,0,1,6.1,121.59
Pashan,Premium West,2,1280.4,2,1.0,12,10,29,Apartment,1,1,6.5,146.0
Sinhgad Road,Outskirts,2,1202.8,2,0.0,12,13,20,Apartment,3,1,16.4,77.01
Balewadi,IT Corridor,1,526.7,1,1.0,5,2,24,Apartment,0,0,5.1,52.8
Undri,Outskirts,3,1373.9,3,1.0,5,16,20,Apartment,5,1,1.6,123.78
Balewadi,IT Corridor,2,1186.7,3,1.0,2,6,6,Apartment,5,1,6.7,209.73
Shivaji Nagar,Central,2,1112.7,2,1.0,8,3,21,Apartment,5,1,1.4,79.26
Baner,Premium West,3,1669.4,3,0.0,12,25,28,Apartment,4,1,11.1,225.54
Magarpatta,Mid-tier,2,1297.5,3,1.0,5,20,22,Apartment,2,1,0.2,149.79
Boat Club Road,Premium West,2,1043.8,2,2.0,8,3,7,Apartment,5,1,5.0,219.98
Wakad,Mid-tier,2,1012.8,2,1.0,8,1,14,Apartment,3,1,11.0,79.31
Ravet,Mid-tier,1,504.5,2,1.0,5,0,5,Apartment,2,0,8.3,35.63
Wakad,Mid-tier,2,979.6,2,1.0,8,11,19,Apartment,5,0,3.4,87.56
Kothrud,IT Corridor,1,733.0,2,2.0,3,12,14,Villa,3,1,9.5,96.29
Aundh,Premium West,2,838.3,2,1.0,3,0,12,Apartment,3,1,5.8,130.07
Somwar Peth,Central,3,1492.7,3,2.0,8,4,19,Apartment,5,1,7.6,90.09
Boat Club Road,Premium West,3,1379.7,3,1.0,3,6,20,Apartment,3,1,5.3,271.45
Undri,Outskirts,2,1137.1,2,1.0,3,1,17,Apartment,0,0,6.4,76.64
Koregaon Park,Premium West,3,1311.7,3,0.0,5,2,6,Apartment,3,1,1.2,370.73
Undri,Outskirts,2,936.8,2,1.0,0,3,16,Builder Floor,3,1,8.1,56.75
Kalyani Nagar,Premium West,3,1469.1,3,1.0,18,7,22,Apartment,5,1,4.4,232.5
Baner,Premium West,2,1285.2,2,1.0,18,4,12,Apartment,0,1,1.7,149.47
Wagholi,Outskirts,3,1323.3,3,1.0,3,0,4,Apartment,1,0,4.6,87.28
Sinhgad Road,Outskirts,3,1541.5,4,3.0,18,5,5,Apartment,2,1,5.8,86.03
Magarpatta,Mid-tier,2,1122.4,2,3.0,0,10,11,Builder Floor,3,1,5.6,97.58
Hadapsar,Outskirts,3,1901.7,4,3.0,3,5,11,Apartment,4,1,11.9,151.84
Aundh,Premium West,3,1496.5,4,1.0,5,11,20,Apartment,2,1,8.0,209.37
Aundh,Premium West,3,1698.9,3,2.0,8,0,29,Apartment,5,0,5.8,251.52
NIBM Road,Outskirts,3,1506.7,4,2.0,8,16,16,Builder Floor,4,1,12.2,121.31
