locality,zone,bhk,total_sqft,bathrooms,balconies,age_years,floor_no,total_floors,floor_ratio,sqft_per_bhk,property_type,amenities_score,parking,distance_to_it_park_km
Undri,Outskirts,5,2401.8,5,1.0,5,2,4,0.5,480.36,Villa,2,1,0.6
Kalyani Nagar,Premium West,1,647.6,1,2.0,5,3,16,0.1875,647.6,Apartment,2,0,11.2
Shivaji Nagar,Central,5,3022.2,6,1.0,18,25,27,0.9259259259259259,604.4399999999999,Apartment,4,0,3.8
Baner,Premium West,2,959.7,2,2.0,3,1,21,0.047619047619047616,479.85,Apartment,4,1,11.0
Camp,Central,2,679.7,2,1.0,5,13,18,0.7222222222222222,339.85,Apartment,1,1,7.2
NIBM Road,Outskirts,1,809.1,1,1.0,25,1,7,0.14285714285714285,809.1,Apartment,4,1,2.0
Swargate,Central,3,1680.1,3,2.0,8,15,24,0.625,560.0333333333333,Apartment,3,1,3.2
NIBM Road,Outskirts,2,1085.0,3,1.0,5,21,28,0.75,542.5,Apartment,5,0,3.9
Bavdhan,Mid-tier,3,1361.5,3,2.0,3,4,5,0.8,453.8333333333333,Apartment,3,0,3.6
Boat Club Road,Premium West,2,979.2,2,2.0,3,10,12,0.8333333333333334,489.6,Apartment,2,1,0.8
Moshi,Outskirts,2,1005.7,2,1.0,2,2,5,0.4,502.85,Apartment,3,0,12.8
Camp,Central,1,600.8,1,1.0,5,5,20,0.25,600.8,Apartment,0,1,1.2
Undri,Outskirts,3,1361.3,3,1.0,5,8,9,0.8888888888888888,453.76666666666665,Apartment,5,1,1.4
Wakad,Mid-tier,2,889.2,3,,5,5,13,0.38461538461538464,444.6,Apartment,5,0,7.4
Magarpatta,Mid-tier,4,2088.0,4,3.0,18,13,24,0.5416666666666666,522.0,Apartment,0,1,7.1
Undri,Outskirts,3,1594.5,3,0.0,8,8,9,0.8888888888888888,531.5,Apartment,0,1,2.9
Ravet,Mid-tier,2,1342.2,3,,12,15,25,0.6,671.1,Apartment,0,1,12.8
Balewadi,IT Corridor,2,926.1,2,3.0,3,1,18,0.05555555555555555,463.05,Builder Floor,3,1,14.7
NIBM Road,Outskirts,2,1226.8,2,1.0,12,9,17,0.5294117647058824,613.4,Apartment,1,1,8.6
Boat Club Road,Premium West,2,1038.7,2,2.0,1,11,14,0.7857142857142857,519.35,Apartment,4,0,3.8
Koregaon Park,Premium West,1,737.2,1,3.0,3,3,24,0.125,737.2,Apartment,2,1,2.8
Undri,Outskirts,3,1569.8,4,1.0,12,8,16,0.5,523.2666666666667,Villa,2,0,6.6
Hadapsar,Outskirts,4,2395.4,5,2.0,25,10,20,0.5,598.85,Apartment,1,0,1.1
Kharadi,IT Corridor,3,1314.4,4,1.0,8,16,21,0.7619047619047619,438.1333333333334,Apartment,0,1,5.4
Kothrud,IT Corridor,1,539.7,1,2.0,12,6,19,0.3157894736842105,539.7,Apartment,3,1,3.5
Kalyani Nagar,Premium West,4,2093.6,4,2.0,5,5,18,0.2777777777777778,523.4,Apartment,0,1,17.2
Magarpatta,Mid-tier,2,870.6,2,2.0,0,5,24,0.20833333333333334,435.3,Apartment,1,0,0.6
Narhe,Outskirts,2,1120.2,2,2.0,5,22,25,0.88,560.1,Builder Floor,5,1,9.9
Kiwale,Outskirts,3,1487.4,3,1.0,5,17,22,0.7727272727272727,495.8,Apartment,3,1,4.0
Somwar Peth,Central,2,833.1,2,0.0,5,2,26,0.07692307692307693,416.55,Apartment,4,1,4.5
Wakad,Mid-tier,3,1439.0,3,,3,0,4,0.0,479.6666666666667,Apartment,0,1,3.6
Koregaon Park,Premium West,2,998.9,3,3.0,1,10,23,0.43478260869565216,499.45,Apartment,4,0,3.6
Kondhwa,Outskirts,3,1790.2,4,2.0,8,1,7,0.14285714285714285,596.7333333333333,Apartment,5,1,2.4
Chinchwad,Outskirts,3,1748.9,4,1.0,1,7,9,0.7777777777777778,582.9666666666667,Apartment,4,1,16.9
Sinhgad Road,Outskirts,3,1207.9,4,2.0,1,3,27,0.1111111111111111,402.6333333333334,Apartment,5,1,11.9
Magarpatta,Mid-tier,3,1310.5,3,,1,3,14,0.21428571428571427,436.8333333333333,Apartment,1,1,5.7
Pashan,Premium West,1,525.4,2,3.0,1,3,4,0.75,525.4,Apartment,4,1,5.9
Kharadi,IT Corridor,2,973.3,2,2.0,5,3,25,0.12,486.65,Apartment,3,0,10.4
Baner,Premium West,2,949.5,2,3.0,2,9,19,0.47368421052631576,474.75,Builder Floor,0,1,7.3
Sinhgad Road,Outskirts,3,2083.2,4,1.0,3,5,9,0.5555555555555556,694.4,Apartment,4,1,5.7
Undri,Outskirts,2,1184.3,2,1.0,2,18,24,0.75,592.15,Apartment,1,1,3.4
Narhe,Outskirts,2,931.3,3,3.0,25,3,3,1.0,465.65,Builder Floor,1,1,2.1
Kothrud,IT Corridor,5,3144.0,5,3.0,25,18,21,0.8571428571428571,628.8,Apartment,5,1,5.5
Kalyani Nagar,Premium West,2,947.5,3,1.0,2,3,5,0.6,473.75,Apartment,4,1,0.5
Bavdhan,Mid-tier,2,1259.3,2,2.0,12,18,21,0.8571428571428571,629.65,Apartment,3,1,7.5
Camp,Central,4,2285.9,5,2.0,1,18,27,0.6666666666666666,571.475,Apartment,2,0,8.4
Kharadi,IT Corridor,3,1343.1,4,1.0,8,12,24,0.5,447.7,Apartment,5,1,9.0
Ravet,Mid-tier,3,1301.8,3,3.0,1,17,28,0.6071428571428571,433.93333333333334,Builder Floor,4,1,8.5
Kiwale,Outskirts,3,1264.9,3,1.0,12,0,6,0.0,421.6333333333334,Apartment,4,1,8.9
Undri,Outskirts,1,660.8,1,1.0,12,3,4,0.75,660.8,Apartment,2,1,5.9
Pashan,Premium West,1,840.6,2,1.0,25,0,24,0.0,840.6,Apartment,5,1,2.3
Swargate,Central,1,403.2,1,2.0,12,0,8,0.0,403.2,Builder Floor,2,1,4.4
NIBM Road,Outskirts,5,2411.8,5,1.0,0,0,5,0.0,482.36,Apartment,1,1,10.0
Wagholi,Outskirts,4,2357.5,4,2.0,5,11,11,1.0,589.375,Apartment,3,1,9.9
Pashan,Premium West,3,1539.0,4,2.0,2,5,8,0.625,513.0,Apartment,2,0,6.9
Ravet,Mid-tier,2,1331.3,3,1.0,3,3,24,0.125,665.65,Apartment,1,1,4.1
Baner,Premium West,3,1901.9,4,1.0,8,24,27,0.8888888888888888,633.9666666666667,Apartment,1,1,6.1
NIBM Road,Outskirts,2,1198.0,2,2.0,2,4,15,0.26666666666666666,599.0,Apartment,2,1,5.6
Wakad,Mid-tier,4,1711.6,4,2.0,18,10,18,0.5555555555555556,427.9,Apartment,5,1,4.6
Bavdhan,Mid-tier,3,1633.6,3,1.0,18,16,27,0.5925925925925926,544.5333333333333,Apartment,2,0,6.8
Balewadi,IT Corridor,2,974.1,2,3.0,2,22,25,0.88,487.05,Apartment,3,1,6.6
Boat Club Road,Premium West,2,995.8,2,1.0,8,1,12,0.08333333333333333,497.9,Villa,5,1,7.3
Wagholi,Outskirts,2,1249.7,3,2.0,0,4,7,0.5714285714285714,624.85,Villa,2,1,2.6
Aundh,Premium West,4,2211.8,4,2.0,12,25,25,1.0,552.95,Apartment,3,1,4.1
Camp,Central,2,915.1,2,1.0,3,2,4,0.5,457.55,Villa,5,0,2.8
Pashan,Premium West,2,971.7,3,2.0,0,16,18,0.8888888888888888,485.85,Villa,5,1,4.7
Kothrud,IT Corridor,2,807.6,3,2.0,12,8,16,0.5,403.8,Apartment,3,1,5.9
Somwar Peth,Central,2,1090.8,2,1.0,12,13,16,0.8125,545.4,Apartment,2,1,17.0
Shivaji Nagar,Central,2,1069.4,2,1.0,8,0,7,0.0,534.7,Apartment,3,0,8.0
Hinjewadi,Mid-tier,4,2384.8,4,0.0,1,7,29,0.2413793103448276,596.2,Apartment,4,0,2.9
Narhe,Outskirts,2,1056.1,3,1.0,1,2,9,0.2222222222222222,528.05,Villa,2,1,5.9
NIBM Road,Outskirts,2,940.6,2,0.0,18,11,16,0.6875,470.3,Apartment,1,1,3.0
Kiwale,Outskirts,1,586.2,1,2.0,3,8,13,0.6153846153846154,586.2,Apartment,3,1,7.4
Aundh,Premium West,2,1095.1,2,1.0,8,1,11,0.09090909090909091,547.55,Apartment,4,1,2.7
Wagholi,Outskirts,2,941.9,3,1.0,3,13,27,0.48148148148148145,470.95,Apartment,1,0,9.6
Kothrud,IT Corridor,2,1357.8,2,2.0,25,26,29,0.896551724137931,678.9,Apartment,1,1,3.9
Baner,Premium West,3,1810.6,4,1.0,8,3,21,0.14285714285714285,603.5333333333333,Builder Floor,3,0,10.9
Wakad,Mid-tier,3,1506.6,3,1.0,18,1,19,0.05263157894736842,502.2,Apartment,4,1,3.5
Somwar Peth,Central,2,1076.0,2,1.0,18,2,8,0.25,538.0,Apartment,1,1,3.8
Bavdhan,Mid-tier,2,1071.5,3,1.0,8,21,22,0.9545454545454546,535.75,Villa,3,0,13.0
Sinhgad Road,Outskirts,2,1179.2,3,1.0,2,12,22,0.5454545454545454,589.6,Apartment,1,1,6.2
Balewadi,IT Corridor,2,881.6,3,2.0,5,12,21,0.5714285714285714,440.8,Apartment,5,1,4.5
Ravet,Mid-tier,2,1151.4,3,1.0,1,4,11,0.36363636363636365,575.7,Builder Floor,1,1,0.1
Kharadi,IT Corridor,2,1281.8,2,1.0,2,11,23,0.4782608695652174,640.9,Apartment,3,0,4.2
Narayan Peth,Central,3,1304.6,3,2.0,2,3,27,0.1111111111111111,434.8666666666666,Apartment,1,1,5.5
Camp,Central,2,1165.6,2,2.0,12,20,20,1.0,582.8,Apartment,4,0,4.9
Somwar Peth,Central,3,1054.5,3,1.0,3,11,13,0.8461538461538461,351.5,Apartment,2,1,0.1
Shivaji Nagar,Central,3,1572.9,3,3.0,12,1,6,0.16666666666666666,524.3000000000001,Villa,2,1,7.1
NIBM Road,Outskirts,2,995.2,2,1.0,18,0,4,0.0,497.6,Builder Floor,4,1,2.5
Moshi,Outskirts,1,782.6,1,1.0,0,0,24,0.0,782.6,Apartment,4,0,7.7
Sinhgad Road,Outskirts,2,891.1,2,3.0,5,9,10,0.9,445.55,Apartment,0,1,2.1
Wagholi,Outskirts,2,825.2,2,2.0,8,15,24,0.625,412.6,Villa,1,1,1.3
Boat Club Road,Premium West,2,932.8,3,0.0,5,4,6,0.6666666666666666,466.4,Apartment,4,1,10.8
Viman Nagar,IT Corridor,4,2380.1,4,0.0,2,7,24,0.2916666666666667,595.025,Apartment,3,1,4.6
Aundh,Premium West,3,888.3,3,1.0,0,19,28,0.6785714285714286,296.09999999999997,Apartment,1,0,2.0
Chinchwad,Outskirts,4,1929.6,4,1.0,8,16,19,0.8421052631578947,482.4,Apartment,1,1,6.0
Shivaji Nagar,Central,2,1047.0,3,1.0,18,0,9,0.0,523.5,Apartment,4,0,8.2
NIBM Road,Outskirts,4,2342.5,4,2.0,1,7,9,0.7777777777777778,585.625,Builder Floor,1,1,8.3
Boat Club Road,Premium West,2,1048.9,3,2.0,3,13,17,0.7647058823529411,524.45,Apartment,4,0,3.5
Sinhgad Road,Outskirts,2,1130.2,2,2.0,5,9,12,0.75,565.1,Apartment,3,1,14.1
Kiwale,Outskirts,2,968.4,2,,8,2,3,0.6666666666666666,484.2,Apartment,1,1,5.7
Magarpatta,Mid-tier,2,936.8,3,2.0,12,12,28,0.42857142857142855,468.4,Apartment,2,1,4.2
Chinchwad,Outskirts,2,1130.9,3,2.0,3,4,14,0.2857142857142857,565.45,Apartment,5,1,5.6
Balewadi,IT Corridor,1,689.2,2,1.0,2,0,5,0.0,689.2,Apartment,1,1,1.0
Kiwale,Outskirts,2,1215.6,3,1.0,8,12,12,1.0,607.8,Apartment,0,1,4.3
Baner,Premium West,3,1302.7,4,2.0,12,2,3,0.6666666666666666,434.23333333333335,Apartment,1,1,10.0
Kiwale,Outskirts,2,1048.2,2,2.0,1,20,25,0.8,524.1,Apartment,2,1,10.7
Baner,Premium West,2,865.9,2,1.0,3,17,22,0.7727272727272727,432.95,Apartment,1,1,4.2
Baner,Premium West,2,1167.3,3,0.0,5,28,28,1.0,583.65,Apartment,4,1,1.5
Sinhgad Road,Outskirts,1,590.4,2,0.0,3,6,17,0.35294117647058826,590.4,Apartment,3,1,2.6
Somwar Peth,Central,3,1553.9,4,1.0,25,13,29,0.4482758620689655,517.9666666666667,Apartment,4,1,2.8
Moshi,Outskirts,1,581.2,1,1.0,2,10,21,0.47619047619047616,581.2,Villa,5,1,12.4
Boat Club Road,Premium West,3,2084.5,3,1.0,0,18,23,0.782608695652174,694.8333333333334,Apartment,3,1,5.6
Aundh,Premium West,2,1263.6,2,2.0,8,22,28,0.7857142857142857,631.8,Apartment,1,1,8.4
Pashan,Premium West,1,648.4,2,1.0,2,2,16,0.125,648.4,Apartment,0,1,4.3
Kalyani Nagar,Premium West,1,500.7,1,2.0,2,2,4,0.5,500.7,Villa,3,0,6.6
Pashan,Premium West,3,1602.7,3,2.0,3,3,23,0.13043478260869565,534.2333333333333,Apartment,4,1,7.7
Kharadi,IT Corridor,4,2283.5,4,1.0,0,4,22,0.18181818181818182,570.875,Apartment,1,1,6.2
Boat Club Road,Premium West,3,1455.3,4,3.0,25,2,28,0.07142857142857142,485.09999999999997,Builder Floor,1,1,6.2
Bavdhan,Mid-tier,3,1465.1,3,2.0,5,7,12,0.5833333333333334,488.3666666666666,Apartment,1,1,13.5
Pashan,Premium West,5,3230.3,5,1.0,2,0,9,0.0,646.0600000000001,Apartment,2,0,6.0
Undri,Outskirts,2,1306.9,3,1.0,0,0,26,0.0,653.45,Apartment,2,1,5.2
Boat Club Road,Premium West,4,1837.5,4,2.0,5,8,22,0.36363636363636365,459.375,Apartment,5,0,0.2
Hadapsar,Outskirts,3,1336.1,3,1.0,2,5,5,1.0,445.3666666666666,Apartment,5,1,9.1
Pashan,Premium West,5,2312.7,5,1.0,5,7,8,0.875,462.53999999999996,Apartment,0,1,8.6
Aundh,Premium West,4,1832.3,4,0.0,8,5,8,0.625,458.075,Apartment,2,1,3.1
Koregaon Park,Premium West,3,1599.6,3,1.0,8,4,28,0.14285714285714285,533.1999999999999,Builder Floor,1,1,6.2
Kalyani Nagar,Premium West,2,1051.0,3,1.0,1,16,21,0.7619047619047619,525.5,Apartment,3,1,8.0
NIBM Road,Outskirts,1,552.3,1,1.0,8,22,25,0.88,552.3,Apartment,4,1,1.2
Hinjewadi,Mid-tier,1,603.0,1,2.0,8,9,15,0.6,603.0,Apartment,4,1,2.5
Kothrud,IT Corridor,3,1592.0,4,1.0,0,15,15,1.0,530.6666666666666,Apartment,4,0,11.8
Kothrud,IT Corridor,2,934.6,2,2.0,25,0,9,0.0,467.3,Apartment,1,1,4.5
Aundh,Premium West,3,1660.5,4,1.0,1,12,21,0.5714285714285714,553.5,Apartment,4,0,8.2
Kalyani Nagar,Premium West,3,1638.3,3,1.0,2,17,21,0.8095238095238095,546.1,Apartment,0,1,6.6
Swargate,Central,2,1197.1,2,1.0,1,8,20,0.4,598.55,Apartment,5,1,3.0
Chinchwad,Outskirts,2,949.7,3,0.0,3,9,10,0.9,474.85,Apartment,0,1,10.0
Aundh,Premium West,2,869.8,2,1.0,25,0,5,0.0,434.9,Apartment,1,1,7.6
Somwar Peth,Central,3,1455.4,3,3.0,12,10,16,0.625,485.1333333333334,Apartment,1,1,5.3
Kondhwa,Outskirts,1,536.9,2,1.0,0,1,21,0.047619047619047616,536.9,Builder Floor,2,1,8.3
NIBM Road,Outskirts,3,1027.3,3,1.0,8,3,20,0.15,342.43333333333334,Apartment,1,1,6.7
NIBM Road,Outskirts,5,2700.6,6,2.0,1,5,14,0.35714285714285715,540.12,Apartment,0,1,3.7
Sinhgad Road,Outskirts,1,666.2,1,2.0,5,13,26,0.5,666.2,Apartment,4,1,7.8
Narayan Peth,Central,3,1098.5,3,1.0,3,3,4,0.75,366.1666666666667,Apartment,2,1,6.0
Hadapsar,Outskirts,2,1317.9,3,2.0,18,13,22,0.5909090909090909,658.95,Builder Floor,2,0,2.4
Koregaon Park,Premium West,3,1544.9,4,2.0,5,14,14,1.0,514.9666666666667,Apartment,1,1,1.9
Pashan,Premium West,1,710.0,1,1.0,1,3,21,0.14285714285714285,710.0,Villa,4,0,8.8
Ravet,Mid-tier,3,1857.7,3,1.0,5,25,27,0.9259259259259259,619.2333333333333,Apartment,0,0,3.4
Hinjewadi,Mid-tier,4,2368.3,5,2.0,3,0,7,0.0,592.075,Apartment,3,0,4.9
Shivaji Nagar,Central,2,1027.6,3,2.0,3,23,23,1.0,513.8,Apartment,1,0,6.4
Pashan,Premium West,1,717.5,1,1.0,3,15,17,0.8823529411764706,717.5,Builder Floor,5,0,6.3
Undri,Outskirts,2,1254.7,3,2.0,5,3,5,0.6,627.35,Apartment,5,1,8.0
Boat Club Road,Premium West,2,956.4,2,2.0,18,3,4,0.75,478.2,Apartment,0,1,2.8
Kalyani Nagar,Premium West,2,1057.6,2,1.0,1,13,16,0.8125,528.8,Apartment,0,0,4.9
Wakad,Mid-tier,2,893.3,3,1.0,8,15,22,0.6818181818181818,446.65,Apartment,1,1,13.1
Viman Nagar,IT Corridor,2,1176.7,2,1.0,2,11,12,0.9166666666666666,588.35,Builder Floor,5,1,8.5
Aundh,Premium West,4,2333.1,4,1.0,1,3,4,0.75,583.275,Builder Floor,1,1,6.7
Hadapsar,Outskirts,1,517.9,1,2.0,5,0,7,0.0,517.9,Apartment,2,1,11.4
Camp,Central,3,1292.3,3,1.0,8,2,17,0.11764705882352941,430.76666666666665,Apartment,1,1,9.6
Sinhgad Road,Outskirts,2,935.9,3,2.0,8,12,23,0.5217391304347826,467.95,Apartment,3,0,10.6
Kothrud,IT Corridor,2,1401.5,2,2.0,8,16,19,0.8421052631578947,700.75,Apartment,1,1,3.8
Baner,Premium West,2,1074.7,2,1.0,1,12,27,0.4444444444444444,537.35,Apartment,4,1,4.2
Ravet,Mid-tier,2,1028.3,2,1.0,8,2,6,0.3333333333333333,514.15,Apartment,0,0,8.4
Hadapsar,Outskirts,2,879.8,2,2.0,5,4,18,0.2222222222222222,439.9,Apartment,5,1,6.6
Shivaji Nagar,Central,2,1131.4,3,1.0,5,21,27,0.7777777777777778,565.7,Builder Floor,2,1,2.0
Aundh,Premium West,1,474.6,1,2.0,12,7,7,1.0,474.6,Apartment,2,1,5.9
Pashan,Premium West,3,1404.1,4,1.0,12,3,24,0.125,468.0333333333333,Villa,4,1,13.1
Pashan,Premium West,2,925.6,3,1.0,1,18,23,0.782608695652174,462.8,Villa,1,1,10.1
Kondhwa,Outskirts,1,729.4,1,2.0,5,9,27,0.3333333333333333,729.4,Apartment,4,1,4.6
Aundh,Premium West,2,921.5,2,2.0,3,6,18,0.3333333333333333,460.75,Apartment,2,1,4.4
Koregaon Park,Premium West,2,917.9,2,2.0,2,9,28,0.32142857142857145,458.95,Builder Floor,0,1,1.8
Boat Club Road,Premium West,3,1725.8,3,0.0,12,8,26,0.3076923076923077,575.2666666666667,Apartment,1,0,9.1
Undri,Outskirts,3,1515.9,4,3.0,25,5,6,0.8333333333333334,505.3,Apartment,3,1,2.4
Ravet,Mid-tier,2,957.1,2,3.0,5,29,29,1.0,478.55,Apartment,3,1,0.5
Kothrud,IT Corridor,4,2454.6,4,0.0,0,8,27,0.2962962962962963,613.65,Apartment,3,1,0.7
Kiwale,Outskirts,3,1564.8,3,2.0,8,2,5,0.4,521.6,Apartment,5,1,4.9
NIBM Road,Outskirts,2,772.2,2,2.0,25,3,20,0.15,386.1,Villa,2,1,6.8
Wakad,Mid-tier,2,936.0,2,2.0,2,3,8,0.375,468.0,Apartment,0,0,7.5
Ravet,Mid-tier,3,1270.6,3,0.0,5,3,9,0.3333333333333333,423.5333333333333,Apartment,1,0,0.9
Koregaon Park,Premium West,4,2461.7,5,2.0,25,6,9,0.6666666666666666,615.425,Apartment,5,1,6.3
Narayan Peth,Central,3,1341.6,3,3.0,5,0,12,0.0,447.2,Builder Floor,5,1,3.2
Undri,Outskirts,3,1295.2,4,2.0,1,7,29,0.2413793103448276,431.73333333333335,Apartment,4,1,13.1
Bavdhan,Mid-tier,4,1839.3,4,1.0,8,5,9,0.5555555555555556,459.825,Apartment,1,0,7.0
Magarpatta,Mid-tier,1,418.2,2,1.0,3,3,4,0.75,418.2,Builder Floor,1,1,5.0
Kalyani Nagar,Premium West,1,468.3,1,2.0,3,0,28,0.0,468.3,Apartment,2,1,17.7
Moshi,Outskirts,1,760.1,1,0.0,1,1,3,0.3333333333333333,760.1,Apartment,0,1,2.1
Kalyani Nagar,Premium West,2,865.2,2,1.0,25,7,17,0.4117647058823529,432.6,Apartment,4,1,7.5
Kondhwa,Outskirts,3,2110.9,4,2.0,5,0,8,0.0,703.6333333333333,Apartment,5,0,11.1
Bavdhan,Mid-tier,3,1720.3,4,2.0,3,14,15,0.9333333333333333,573.4333333333333,Apartment,1,1,11.2
NIBM Road,Outskirts,3,1625.8,4,2.0,5,3,3,1.0,541.9333333333333,Apartment,3,1,1.3
Baner,Premium West,2,951.6,3,2.0,0,12,28,0.42857142857142855,475.8,Apartment,2,1,9.7
Kondhwa,Outskirts,4,2687.7,4,1.0,25,12,22,0.5454545454545454,671.925,Apartment,1,1,2.7
Wagholi,Outskirts,2,856.0,3,2.0,3,0,15,0.0,428.0,Apartment,4,1,1.8
Magarpatta,Mid-tier,5,3107.3,5,2.0,25,3,4,0.75,621.46,Apartment,3,1,0.7
Bavdhan,Mid-tier,1,401.1,2,2.0,3,7,20,0.35,401.1,Apartment,2,1,4.5
Wagholi,Outskirts,2,948.8,2,1.0,8,10,28,0.35714285714285715,474.4,Apartment,2,1,4.5
Kalyani Nagar,Premium West,2,1060.6,3,2.0,8,2,6,0.3333333333333333,530.3,Apartment,5,1,4.7
Narayan Peth,Central,3,1477.2,3,1.0,5,0,3,0.0,492.40000000000003,Apartment,5,1,14.5
Aundh,Premium West,2,1005.6,2,0.0,25,7,15,0.4666666666666667,502.8,Apartment,1,1,10.3
Magarpatta,Mid-tier,3,1237.8,3,2.0,25,6,13,0.46153846153846156,412.59999999999997,Apartment,1,1,9.8
Swargate,Central,1,602.0,2,1.0,12,4,17,0.23529411764705882,602.0,Apartment,4,0,9.0
Moshi,Outskirts,3,1217.8,3,2.0,1,9,22,0.4090909090909091,405.93333333333334,Apartment,5,0,2.1
Pashan,Premium West,4,2216.2,4,2.0,12,6,7,0.8571428571428571,554.05,Villa,1,1,8.8
Baner,Premium West,3,1434.6,3,2.0,2,17,22,0.7727272727272727,478.2,Apartment,2,1,8.0
Ravet,Mid-tier,3,1378.1,4,2.0,5,0,6,0.0,459.3666666666666,Apartment,4,1,6.8
Swargate,Central,1,640.3,1,1.0,18,5,18,0.2777777777777778,640.3,Apartment,2,1,4.3
Boat Club Road,Premium West,3,1415.7,4,1.0,25,0,3,0.0,471.90000000000003,Builder Floor,0,1,9.4
Viman Nagar,IT Corridor,2,1329.2,2,2.0,8,5,15,0.3333333333333333,664.6,Apartment,5,1,5.3
Kondhwa,Outskirts,3,1764.0,3,1.0,8,5,16,0.3125,588.0,Apartment,5,1,0.8
Kiwale,Outskirts,2,1245.8,2,0.0,2,1,27,0.037037037037037035,622.9,Villa,2,0,3.8
Swargate,Central,2,1192.8,2,2.0,8,5,28,0.17857142857142858,596.4,Apartment,0,1,11.6
Hadapsar,Outskirts,3,1737.6,3,1.0,8,22,24,0.9166666666666666,579.1999999999999,Apartment,2,1,4.2
NIBM Road,Outskirts,3,1380.8,3,1.0,3,21,24,0.875,460.26666666666665,Apartment,5,0,5.4
Narhe,Outskirts,2,1067.6,3,0.0,3,4,7,0.5714285714285714,533.8,Apartment,4,1,6.1
Hadapsar,Outskirts,2,996.4,2,1.0,8,2,13,0.15384615384615385,498.2,Apartment,2,1,6.1
Viman Nagar,IT Corridor,3,1981.7,3,2.0,3,3,11,0.2727272727272727,660.5666666666667,Apartment,0,1,10.0
NIBM Road,Outskirts,2,1115.2,2,2.0,0,12,25,0.48,557.6,Apartment,0,1,2.3
Hinjewadi,Mid-tier,2,787.1,2,2.0,5,1,11,0.09090909090909091,393.55,Builder Floor,5,1,3.5
Hadapsar,Outskirts,3,1411.9,3,2.0,5,15,18,0.8333333333333334,470.6333333333334,Apartment,0,0,4.0
Sinhgad Road,Outskirts,2,798.2,2,2.0,3,4,27,0.14814814814814814,399.1,Builder Floor,1,1,2.8
Balewadi,IT Corridor,2,1133.5,2,2.0,5,3,11,0.2727272727272727,566.75,Apartment,1,0,13.2
Baner,Premium West,2,704.0,2,2.0,3,0,3,0.0,352.0,Apartment,2,0,0.5
Magarpatta,Mid-tier,2,890.2,2,1.0,3,11,18,0.6111111111111112,445.1,Apartment,2,1,1.9
Baner,Premium West,2,885.4,3,0.0,5,0,8,0.0,442.7,Apartment,0,0,4.9
Koregaon Park,Premium West,2,1146.3,2,2.0,1,16,24,0.6666666666666666,573.15,Apartment,3,1,9.8
Wagholi,Outskirts,2,1142.8,2,2.0,1,0,6,0.0,571.4,Apartment,1,1,8.6
Magarpatta,Mid-tier,2,1017.1,2,2.0,2,5,8,0.625,508.55,Apartment,1,0,7.2
Kalyani Nagar,Premium West,1,522.5,1,2.0,2,22,27,0.8148148148148148,522.5,Apartment,0,1,7.1
Shivaji Nagar,Central,2,1211.6,2,1.0,0,11,23,0.4782608695652174,605.8,Apartment,3,1,8.5
Magarpatta,Mid-tier,1,836.8,1,2.0,0,26,28,0.9285714285714286,836.8,Apartment,3,1,6.5
Kondhwa,Outskirts,5,2797.0,6,1.0,0,8,8,1.0,559.4,Builder Floor,5,1,7.5
Viman Nagar,IT Corridor,2,779.5,2,1.0,5,0,6,0.0,389.75,Apartment,1,1,2.6
Narayan Peth,Central,2,1127.4,2,1.0,5,4,4,1.0,563.7,Builder Floor,5,1,2.9
Bavdhan,Mid-tier,3,1120.1,3,2.0,2,7,20,0.35,373.3666666666666,Apartment,5,1,4.1
Narayan Peth,Central,2,955.9,3,1.0,3,11,28,0.39285714285714285,477.95,Apartment,2,0,0.5
Bavdhan,Mid-tier,3,1900.7,4,1.0,8,12,19,0.631578947368421,633.5666666666667,Apartment,0,1,17.6
Chinchwad,Outskirts,2,976.8,3,2.0,2,16,27,0.5925925925925926,488.4,Builder Floor,2,0,8.3
Wagholi,Outskirts,3,1561.4,3,,2,12,22,0.5454545454545454,520.4666666666667,Builder Floor,3,0,12.8
Wakad,Mid-tier,2,600.7,3,0.0,3,4,19,0.21052631578947367,300.35,Apartment,1,0,2.7
Aundh,Premium West,4,2067.9,4,2.0,3,3,6,0.5,516.975,Apartment,3,1,12.3
Sinhgad Road,Outskirts,4,1983.8,4,2.0,1,7,23,0.30434782608695654,495.95,Builder Floor,1,1,7.1
Koregaon Park,Premium West,2,1082.7,2,2.0,5,4,5,0.8,541.35,Apartment,3,0,2.1
Chinchwad,Outskirts,1,594.5,1,0.0,0,10,13,0.7692307692307693,594.5,Apartment,2,1,6.6
Ravet,Mid-tier,3,1378.8,3,2.0,2,2,25,0.08,459.59999999999997,Apartment,0,1,1.0
Wakad,Mid-tier,2,1020.1,3,2.0,12,10,20,0.5,510.05,Builder Floor,5,1,4.7
Undri,Outskirts,1,611.7,1,2.0,1,1,15,0.06666666666666667,611.7,Villa,5,1,11.3
Wagholi,Outskirts,3,1537.1,3,3.0,3,9,20,0.45,512.3666666666667,Apartment,1,0,17.5
NIBM Road,Outskirts,1,768.2,1,1.0,1,22,26,0.8461538461538461,768.2,Apartment,1,1,2.7
Narhe,Outskirts,2,1009.0,2,1.0,8,2,14,0.14285714285714285,504.5,Apartment,2,1,7.4
Undri,Outskirts,3,1240.2,3,2.0,3,18,26,0.6923076923076923,413.40000000000003,Apartment,3,0,6.4
Pashan,Premium West,1,524.6,1,2.0,5,3,24,0.125,524.6,Builder Floor,0,1,5.4
